,sq_mt_built,n_rooms,n_bathrooms,buy_price,is_renewal_needed,is_new_development,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking,latitud,longitude
378,183,3,2,295000,0,1,1,0,1,1,0,1,40.3407876,-3.2327255
379,85,2,2,185000,0,1,1,0,1,0,0,1,40.3407876,-3.2327255
380,106,3,2,245000,0,1,1,0,1,0,0,1,40.3407876,-3.2327255
381,70,3,1,108000,0,0,1,0,0,0,0,0,40.3426682,-3.6883619
382,99,3,2,229000,0,0,1,0,1,0,0,0,40.3570425,-3.685489
383,112,3,2,299000,0,0,1,0,1,0,0,1,40.3507213,-3.6791018
384,144,4,2,268000,0,0,1,0,1,0,0,1,40.3560432,-3.6820183
385,103,3,2,235293,0,1,1,0,1,1,0,0,40.338156,-3.679459
386,105,2,2,232695,0,1,1,0,1,1,0,0,40.338156,-3.679459
387,105,3,2,235815,0,1,1,0,1,1,0,0,40.338156,-3.679459
388,106,3,2,250356,0,1,1,0,1,1,0,0,40.338156,-3.679459
389,105,3,2,235305,0,1,1,0,1,1,0,0,40.338156,-3.679459
390,105,3,2,234990,0,1,1,0,1,1,0,0,40.338156,-3.679459
391,103,3,2,235815,0,1,1,0,1,1,0,0,40.338156,-3.679459
392,103,3,2,236227,0,1,1,0,1,1,0,0,40.338156,-3.679459
393,105,3,2,234990,0,1,1,0,1,1,0,0,40.338156,-3.679459
394,103,3,2,235293,0,1,1,0,1,1,0,0,40.338156,-3.679459
395,114,3,2,253291,0,1,1,0,1,1,0,0,40.338156,-3.679459
396,103,3,2,235172,0,1,1,0,1,1,0,0,40.338156,-3.679459
397,106,3,2,252891,0,1,1,0,1,1,0,0,40.338156,-3.679459
398,105,3,2,236154,0,1,1,0,1,1,0,0,40.338156,-3.679459
399,103,3,2,236227,0,1,1,0,1,1,0,0,40.338156,-3.679459
400,98,2,2,228208,0,1,1,0,1,1,0,0,40.338156,-3.679459
401,105,3,2,235402,0,1,1,0,1,1,0,0,40.338156,-3.679459
402,111,3,2,285900,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
403,88,3,2,270800,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
404,91,3,2,271200,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
405,98,3,2,264000,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
406,98,3,2,257700,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
407,98,3,2,248300,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
408,113,4,2,290400,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
409,115,4,2,292200,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
410,95,3,2,261100,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
411,98,3,2,258300,0,1,0,0,0,1,0,0,40.3422373,-3.7029015
412,60,2,1,130000,0,0,1,0,0,0,0,0,40.3442088,-3.6917032
413,130,2,1,215000,0,0,1,0,0,1,0,1,40.3872841,-3.408989
414,70,3,1,129000,0,0,1,0,0,1,0,0,40.3540043,-3.6893498
415,63,3,1,69900,0,0,1,0,0,0,0,0,40.3401068,-3.6887159
416,51,3,1,115000,0,0,1,0,0,1,0,0,40.3471487,-3.7093144
417,90,2,1,139000,1,0,1,0,0,1,0,0,40.3491288,-3.7105217
418,73,3,1,115000,0,0,1,0,0,0,0,0,40.3505739,-3.6968165
419,82,3,1,163000,0,0,1,0,0,1,0,0,40.3545782,-3.695308
420,95,3,1,177000,0,0,1,0,0,1,0,0,40.346171,-3.7041622
421,97,4,1,160000,0,0,1,0,0,1,0,0,40.3513573,-3.6898232
422,65,2,1,126000,0,0,0,0,0,0,1,0,40.3484649,-3.6886982
423,56,3,1,95000,0,0,0,0,0,0,0,0,40.3540894,-3.6816592
424,122,3,2,205000,0,0,1,0,0,1,0,1,40.3601956,-3.6822794
425,85,4,2,155000,0,0,1,0,0,1,0,0,40.3516003,-3.6926224
426,122,3,2,280000,0,0,1,0,1,1,0,1,40.3577222,-3.6850285
427,56,3,1,89000,0,0,1,0,0,0,0,0,40.3548912,-3.6811226
428,110,3,2,240000,0,0,1,0,1,0,0,1,40.34903,-3.6760582
429,100,3,2,205000,0,1,1,0,1,1,0,1,40.3407876,-3.2327255
430,92,3,1,136000,0,0,1,0,0,1,0,0,40.45156745,-3.464070827344262
431,56,3,1,100000,0,0,1,0,0,0,0,0,40.35390395,-3.68323398442623
432,60,2,1,135000,0,0,1,0,0,1,0,1,40.3437576,-3.7142445
434,67,2,1,148000,0,0,0,0,1,0,0,1,40.3431908,-3.7048321
435,79,4,1,129900,1,0,1,0,0,1,0,0,40.3545402,-3.6943774
436,89,3,1,165000,0,0,1,0,0,1,0,0,40.352458,-3.6987382
437,72,2,1,135000,0,0,0,0,0,1,0,0,40.4560266,-3.4523947
438,56,3,1,100000,0,0,1,0,0,0,0,0,40.35390395,-3.68323398442623
439,55,2,1,82000,0,0,1,0,0,0,0,0,40.3454189,-3.7143311
440,124,3,2,369000,0,0,1,0,1,1,0,1,40.3499113,-3.7052168
441,81,3,1,175000,0,0,1,0,0,1,0,0,40.3593397,-3.6983745
442,59,3,1,90000,1,0,1,0,0,1,0,0,40.351882,-3.6949633
443,66,2,1,99000,1,0,1,0,0,0,0,0,40.3468428,-3.713499
444,95,2,2,145000,0,0,1,0,0,0,0,0,40.3449425,-3.705681
445,105,4,2,251650,0,0,1,0,1,1,0,1,40.3449485,-3.6764052
446,96,4,1,159000,1,0,1,0,0,1,0,0,40.3609336,-3.6978776
447,63,2,1,127500,0,0,1,0,0,0,0,0,40.3565045,-3.6928754
448,55,2,1,96600,0,0,1,0,0,0,0,0,40.348114,-3.7078802
449,83,3,1,159000,0,0,1,0,0,1,0,1,40.2998102,-3.7448098
451,105,3,2,238000,0,0,1,0,1,0,0,1,40.3439468,-3.6759839
452,80,3,1,128000,1,0,1,0,0,1,0,0,40.3517541,-3.6841646
453,61,3,1,95000,0,0,1,0,0,1,0,0,40.3413756,-3.6903569
454,59,2,1,124000,0,0,1,0,0,0,0,0,40.3454189,-3.7143311
455,62,2,1,128000,0,0,1,0,0,0,0,0,40.1565904,-3.5705132
456,112,4,2,380000,0,0,1,0,0,1,0,1,40.3092062,-3.9238708
457,48,1,1,85000,0,0,1,0,0,0,0,0,40.3439479,-3.7142959
458,70,2,1,97500,0,0,1,0,0,0,0,0,40.345193,-3.6875454
459,70,2,1,138000,0,0,1,0,0,0,0,1,40.3336091,-3.6992926
460,119,3,2,269000,0,0,1,0,1,0,0,1,40.7262574,-3.9379516
461,117,2,1,149000,0,0,1,0,0,0,0,0,40.3336091,-3.6992926
462,103,3,2,234927,0,1,1,0,1,1,0,0,40.338156,-3.679459
463,80,4,2,135000,0,0,0,0,0,0,0,0,40.3516003,-3.6926224
464,66,3,1,130000,0,0,1,0,0,0,0,0,40.4061124,-3.6083878
465,65,3,1,122000,0,0,1,0,0,1,0,0,40.4311531,-3.6587813
466,80,2,2,240000,0,0,1,0,0,0,0,1,40.40487,-3.5603673
467,113,3,2,286000,0,0,1,0,0,1,1,1,40.4040644,-3.5528764
468,60,2,1,109000,1,0,1,0,0,1,0,0,40.4043038,-3.5984607
469,76,1,1,180000,0,0,1,0,1,1,0,1,40.4026454,-3.555646
470,166,4,3,442000,0,1,0,0,0,1,0,0,40.4014408,-3.5467577
471,167,4,3,446000,0,1,0,0,0,1,0,0,40.4014408,-3.5467577
472,173,4,3,440000,0,1,0,0,0,1,0,0,40.4014408,-3.5467577
473,73,3,1,123800,1,0,1,0,0,1,0,0,40.4058308,-3.6144992
474,70,3,1,112000,1,0,0,0,0,0,0,0,40.6614727,-3.765081
475,71,3,1,162000,0,0,1,0,0,1,0,1,40.4074006,-3.60945
476,92,2,2,255000,0,0,1,0,0,0,0,1,40.4055956,-3.5931127
477,73,3,1,155000,1,0,1,0,0,1,0,1,40.4074006,-3.60945
478,285,4,3,339841,0,1,0,0,1,1,0,0,40.3125997,-3.7924487
479,268,4,3,338066,0,1,0,0,1,1,0,0,40.3125997,-3.7924487
480,268,4,3,337631,0,1,0,0,1,1,0,0,40.3125997,-3.7924487
481,87,2,1,169000,0,0,1,0,0,1,0,0,40.3703413,-3.4868382
482,60,3,1,107500,0,0,1,0,0,0,0,0,40.4077461,-3.6095246
484,86,2,2,250000,0,0,1,0,1,0,0,1,40.1794828,-3.6873638
485,137,3,2,545000,0,0,1,0,0,1,0,1,40.4866073,-3.3659453
486,137,2,1,296500,0,0,0,0,0,0,0,0,40.4027237,-3.6016675
487,125,3,2,278000,0,0,1,0,0,0,0,1,40.3978214,-3.6174028
488,60,2,1,119900,0,0,1,0,0,1,0,0,40.2995965,-3.4670317
489,275,5,2,385000,1,0,0,0,0,1,0,0,40.4333241,-3.6841316
490,85,3,1,194000,0,0,1,0,0,1,0,0,40.4051821,-3.6064111
492,110,3,2,290000,0,0,1,0,1,0,0,0,40.4034194,-3.5954422
493,108,3,3,329000,0,0,1,0,1,0,0,1,40.4021375,-3.6235493
494,119,3,1,293000,0,0,1,0,0,0,0,1,40.39447675,-3.622061538285572
495,80,3,1,145000,0,0,1,0,0,0,0,0,40.4074006,-3.60945
496,64,2,1,125000,0,0,1,0,0,1,0,0,40.4077461,-3.6095246
498,86,2,2,260000,0,1,1,0,1,0,0,1,40.4042116,-3.6086916
499,82,2,2,243000,0,1,1,0,1,0,0,1,40.4042116,-3.6086916
500,112,3,2,324000,0,1,1,0,1,0,0,1,40.4042116,-3.6086916
501,108,3,2,323000,0,1,1,0,1,0,0,1,40.4042116,-3.6086916
502,100,3,2,243000,0,1,1,0,1,1,0,1,40.4052493,-3.5600355
503,130,3,2,496000,0,1,1,0,1,1,0,1,40.4042116,-3.6086916
504,128,3,2,356000,0,1,1,0,1,0,0,1,40.4042116,-3.6086916
505,105,3,2,229000,0,1,1,0,1,1,0,1,40.4052493,-3.5600355
506,59,2,1,90000,0,0,1,0,0,1,0,0,40.4074006,-3.60945
507,100,3,2,269900,0,0,1,0,1,0,0,1,40.4055956,-3.5931127
508,103,2,2,247800,0,1,1,0,0,1,0,0,40.4226638,-3.7555977
509,124,4,2,286000,0,0,1,0,0,1,0,1,40.396656,-3.620028
510,63,3,1,139900,0,0,1,0,0,0,0,0,40.4092736,-3.6130023
511,66,3,1,138000,1,0,1,0,0,0,1,0,40.4074006,-3.60945
512,66,3,1,135000,1,0,1,0,0,1,0,0,40.4062506,-3.6074295
513,68,3,1,138500,0,0,0,0,0,1,0,0,40.4066853,-3.6047373
514,63,3,1,122000,1,0,0,0,0,1,0,0,40.4077461,-3.6095246
515,85,3,2,224000,0,0,1,0,0,0,0,1,40.394489,-3.6231537
516,68,3,1,135000,1,0,1,0,0,1,0,0,40.4040712,-3.6036635
517,66,3,1,165000,0,0,1,0,0,0,0,0,40.4074006,-3.60945
518,60,3,1,132000,0,0,1,0,0,1,0,0,40.4043583,-3.6155479
519,60,2,1,125000,1,0,0,0,0,0,0,0,40.4311531,-3.6587813
520,61,3,1,130000,1,0,1,0,0,1,0,0,40.4077461,-3.6095246
521,149,3,3,336403,0,1,0,1,0,0,0,1,40.4063992,-3.5468047
522,149,3,3,333279,0,1,0,1,0,0,0,1,40.4063992,-3.5468047
523,98,3,2,326000,0,0,1,0,1,0,0,1,40.3977248,-3.6043323
524,103,3,2,267000,0,0,1,0,0,1,0,0,40.4071186,-3.5506333
525,100,2,2,264000,0,0,1,0,1,1,0,1,40.1794828,-3.6873638
526,56,2,1,110000,1,0,1,0,0,0,0,0,40.6614727,-3.765081
527,104,3,2,212000,0,0,1,0,0,1,0,0,40.4046295,-3.6052674
528,100,3,3,269900,0,0,1,0,1,0,0,1,40.4055956,-3.5931127
529,113,3,2,299999,0,0,1,0,1,1,0,1,40.4055058,-3.5486295
530,65,3,1,135000,0,0,1,0,0,1,0,0,40.4089162,-3.6120699
531,166,4,3,446000,0,1,0,0,0,1,0,0,40.4014408,-3.5467577
532,173,4,3,465000,0,1,0,0,0,1,0,0,40.4014408,-3.5467577
533,173,4,3,457000,0,1,0,0,0,1,0,0,40.4014408,-3.5467577
534,71,2,1,165000,0,0,1,0,0,0,0,0,40.3703413,-3.4868382
535,60,2,1,135000,0,0,1,0,0,0,0,0,40.4053877,-3.6081784
536,265,4,3,340870,0,1,0,0,1,1,0,0,40.3125997,-3.7924487
537,265,4,3,340700,0,1,0,0,1,1,0,0,40.3125997,-3.7924487
538,122,3,2,383500,0,1,1,0,1,1,0,1,40.301994,-3.8373496
539,105,3,2,260000,0,1,1,0,1,1,0,1,40.301994,-3.8373496
540,49,1,1,169500,0,1,1,0,1,1,0,1,40.301994,-3.8373496
541,84,2,2,227000,0,1,1,0,1,1,0,1,40.301994,-3.8373496
542,117,3,2,283900,0,1,1,0,1,1,0,1,40.3964984,-3.5582547
543,268,4,3,341767,0,1,0,0,1,1,0,0,40.3125997,-3.7924487
544,166,4,3,446000,0,0,0,0,0,0,0,1,40.4014408,-3.5467577
545,172,4,3,440000,0,0,0,1,1,1,0,1,40.4014408,-3.5467577
546,173,4,3,465000,0,0,0,1,1,1,0,1,40.4014408,-3.5467577
547,174,4,3,465000,0,0,0,1,1,1,0,1,40.4014408,-3.5467577
548,75,3,2,260000,0,0,1,0,0,0,1,1,40.394088,-3.6245302
550,69,3,1,116000,0,0,1,0,0,0,1,0,40.6614727,-3.765081
551,42,2,1,104200,0,0,0,0,0,1,0,0,40.4066853,-3.6047373
552,149,3,2,299000,0,0,1,0,0,0,0,1,40.394489,-3.6231537
553,172,3,2,300000,0,0,1,0,0,1,1,1,40.4037252,-3.5931384
554,60,3,1,115000,1,0,1,0,0,0,0,0,40.4043583,-3.6155479
555,63,3,1,144500,1,0,1,0,0,1,0,0,40.4058308,-3.6144992
556,119,4,2,310000,0,0,1,0,0,1,0,1,40.39719065,-3.6253377411636496
557,96,3,2,245000,0,0,1,0,0,1,0,1,40.4040712,-3.6036635
558,65,3,1,120000,0,0,1,0,0,1,0,0,40.4108585,-3.6134766
559,62,2,1,97395,1,0,1,0,0,0,0,0,40.4092736,-3.6130023
560,73,3,1,139000,1,0,1,0,0,1,0,0,40.4039851,-3.6035493
561,62,2,1,140000,0,0,1,0,0,1,0,0,40.4100376,-3.6111449
562,63,3,1,126000,0,0,1,0,0,1,0,0,40.4077461,-3.6095246
563,62,3,1,127000,0,0,0,0,0,0,0,0,40.4077461,-3.6095246
564,79,3,1,149000,1,0,1,0,0,1,0,0,40.4040712,-3.6036635
565,58,1,1,130000,0,0,1,0,0,0,0,0,40.4051808,-3.6060818
566,78,2,2,253000,0,0,1,0,0,0,0,1,40.4040712,-3.6036635
567,70,3,1,137900,0,0,1,0,0,1,0,0,40.427622,-3.6481141
568,119,3,2,285000,0,0,1,0,0,1,1,1,40.4040712,-3.6036635
569,111,3,2,282950,0,0,1,0,1,1,0,1,40.4026638,-3.5578486
570,62,2,1,97396,0,0,0,0,0,0,0,0,40.4092736,-3.6130023
571,63,2,1,118000,0,0,1,0,0,0,0,0,40.427622,-3.6481141
572,112,3,2,375000,0,0,1,0,1,0,0,0,40.4017477,-3.624272071387508
573,98,3,2,290000,0,0,1,0,0,1,0,1,40.3990837,-3.6222571
574,70,3,1,143000,0,0,1,0,0,1,0,0,40.4051821,-3.6064111
575,69,3,1,126000,0,0,0,0,0,1,0,0,40.4058308,-3.6144992
576,350,3,2,420000,0,0,0,0,0,0,0,1,40.3967976,-3.6211552
577,110,4,2,260000,0,0,1,0,0,1,0,0,40.3513068,-3.8076608
578,70,3,1,169900,0,0,1,0,0,1,0,0,40.4226638,-3.7555977
579,65,3,1,75600,0,0,0,0,0,1,0,0,40.4043302,-3.598181069576915
580,63,3,1,130000,0,0,1,0,0,0,0,0,40.4077461,-3.6095246
581,129,3,2,545000,0,0,1,0,0,0,0,1,40.4866073,-3.3659453
582,85,2,2,235000,0,0,1,0,1,0,0,1,40.4055956,-3.5931127
583,62,2,1,98000,1,0,1,0,0,0,0,0,40.6614727,-3.765081
584,65,3,1,145000,0,0,1,0,0,1,0,0,40.4092736,-3.6130023
585,100,2,2,264000,0,0,1,0,1,0,0,1,40.1794828,-3.6873638
586,65,3,1,125000,0,0,1,0,0,1,0,0,40.4060718,-3.6037363
587,81,4,2,260000,0,0,1,0,0,1,0,0,40.2995965,-3.4670317
588,105,3,2,340000,0,0,1,0,1,1,0,1,40.3556297,-3.5490367676146
589,63,3,1,147000,0,0,1,0,0,1,0,0,40.4092736,-3.6130023
590,62,2,1,93000,1,0,1,0,0,1,0,0,40.4044009,-3.6010066
591,110,2,2,248000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
592,110,3,2,285000,0,0,1,0,0,0,0,1,40.39891015,-3.6233418560950654
593,110,3,2,285000,0,0,1,0,0,0,0,1,40.39890115,-3.623689336726235
594,76,3,3,189000,0,0,1,0,0,0,0,1,40.4074006,-3.60945
595,53,3,1,147000,0,0,0,0,0,1,0,0,40.4092736,-3.6130023
596,53,3,1,147000,0,0,0,0,0,0,0,0,40.4092736,-3.6130023
597,62,2,1,97395,0,0,0,0,0,0,0,0,40.4092736,-3.6130023
598,55,3,1,147000,1,0,1,0,0,1,0,0,40.4092736,-3.6130023
599,60,3,2,125000,0,0,1,0,0,0,0,0,40.4055319,-3.6161646
600,172,3,2,300000,0,0,1,0,0,1,1,1,40.4037252,-3.5931384
601,121,3,2,318000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
602,110,3,2,280000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
603,119,3,2,263000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
604,122,3,2,333000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
605,105,2,2,245000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
606,119,2,2,271000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
607,100,2,2,223000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
608,121,3,2,254000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
609,109,3,2,268000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
610,90,2,2,231000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
611,94,2,2,230000,0,1,1,0,1,1,0,0,40.4054872,-3.5522866
612,70,2,1,145000,0,0,1,0,0,1,0,0,40.4147946,-3.60034
613,55,1,1,180000,0,0,1,0,1,0,0,0,40.4040712,-3.6036635
614,60,2,1,122000,0,0,0,0,0,0,0,0,40.4077461,-3.6095246
615,58,2,1,155000,0,0,1,0,0,1,0,0,40.6614727,-3.765081
616,110,3,2,359000,0,0,1,0,1,0,0,1,40.394489,-3.6231537
617,65,3,1,129000,1,0,1,0,0,1,0,0,40.4047325,-3.6026503
618,112,3,2,241000,0,0,1,0,1,1,0,1,40.4026638,-3.5578486
619,306,4,3,417000,0,0,0,1,1,1,0,1,40.328411,-3.8239537
620,72,2,2,178000,0,0,1,0,1,0,0,1,40.4026638,-3.5578486
621,140,4,3,274000,0,0,1,0,1,1,0,1,40.4026638,-3.5578486
622,211,4,3,347300,0,0,1,0,1,1,0,1,40.4026638,-3.5578486
623,290,4,3,378200,0,0,1,0,1,1,0,1,40.4026638,-3.5578486
624,57,3,1,94050,0,0,1,0,0,0,0,0,40.4092736,-3.6130023
625,60,3,1,108000,0,0,1,0,0,0,0,0,40.4043038,-3.5984607
626,60,2,1,115000,0,0,1,0,0,1,0,0,40.4061982,-3.6091775
627,61,3,1,147000,0,0,1,0,0,1,0,0,40.4092736,-3.6130023
628,124,4,2,288881,0,1,1,0,1,1,0,0,40.4026454,-3.555646
629,155,4,2,349500,0,1,0,1,1,0,0,0,40.4063992,-3.5468047
630,60,2,1,115000,0,0,1,0,0,1,0,1,40.4089162,-3.6120699
631,350,3,2,420000,0,0,0,0,0,1,0,1,40.3967976,-3.6211552
632,75,3,2,290000,0,0,1,0,0,0,0,1,40.394956050000005,-3.625795399999999
633,313,4,3,600000,0,0,0,1,0,1,0,1,40.1794828,-3.6873638
634,48,1,1,180000,0,1,1,0,0,0,0,0,40.3967976,-3.6211552
635,42,1,1,160000,0,1,1,0,0,0,0,0,40.3967976,-3.6211552
636,54,1,1,200000,0,1,1,0,0,0,0,0,40.3967976,-3.6211552
637,41,1,1,160000,0,1,1,0,0,0,0,0,40.3967976,-3.6211552
638,104,2,2,237500,0,1,1,0,1,1,0,1,40.3964984,-3.5582547
639,130,4,2,297500,0,1,1,0,1,1,0,1,40.3964984,-3.5582547
640,115,3,2,265305,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
641,124,3,2,283498,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
642,124,3,2,281830,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
643,117,3,2,246810,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
644,117,3,2,246506,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
645,117,3,2,246506,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
646,117,3,2,270763,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
647,116,3,2,242413,0,1,1,0,1,1,0,1,40.4033672,-3.5640826
648,81,3,2,266791,0,1,1,0,1,1,0,1,40.4063569,-3.5568146
649,84,3,2,271542,0,1,1,0,1,1,0,1,40.4063569,-3.5568146
650,84,3,2,272461,0,1,1,0,1,1,0,1,40.4063569,-3.5568146
651,84,3,2,270622,0,1,1,0,1,1,0,1,40.4063569,-3.5568146
652,84,3,2,270622,0,1,1,0,1,1,0,1,40.4063569,-3.5568146
653,84,3,2,245797,0,1,1,0,1,1,0,1,40.4063569,-3.5568146
654,78,2,2,171900,0,1,1,0,1,1,0,1,40.413277,-3.8965946
655,57,3,1,94050,0,0,0,0,0,0,0,0,40.4092736,-3.6130023
656,65,2,1,118000,0,0,1,0,0,1,0,0,40.3352088,-3.8651087
657,114,3,2,243457,0,1,1,0,1,1,0,0,40.4026454,-3.555646
658,166,3,3,485500,0,1,0,1,0,1,0,0,40.2930226,-3.2995327
659,158,3,3,485500,0,1,0,1,0,1,0,0,40.2930226,-3.2995327
660,154,3,3,495500,0,1,0,1,0,1,0,0,40.2930226,-3.2995327
661,164,3,3,510500,0,1,0,1,0,1,0,0,40.2930226,-3.2995327
662,168,3,3,495500,0,1,0,1,0,1,0,0,40.2930226,-3.2995327
663,98,2,2,234458,0,1,1,0,1,1,0,0,40.4026454,-3.555646
664,193,4,3,440000,0,1,0,0,1,1,0,0,40.406384,-3.5487754
665,104,3,2,255720,0,1,1,0,1,1,0,0,40.4063992,-3.5468047
666,99,2,2,242200,0,1,1,0,1,1,0,0,40.4063992,-3.5468047
667,105,3,2,257720,0,1,1,0,1,1,0,0,40.4063992,-3.5468047
668,103,2,2,253793,0,1,1,0,1,1,0,0,40.4063992,-3.5468047
669,122,3,2,348700,0,1,1,0,1,1,0,0,40.4063992,-3.5468047
670,90,2,1,260000,0,0,1,0,1,0,0,1,40.3959615,-3.603985
671,55,1,1,115000,0,0,1,0,0,0,0,0,40.4043038,-3.5984607
672,85,3,1,194000,0,0,1,0,0,1,0,0,40.4047163,-3.6063375
673,52,2,1,140000,0,0,1,0,0,1,0,0,40.4053877,-3.6081784
674,57,3,1,130000,0,0,0,0,0,0,0,0,40.4057361,-3.616717
675,57,3,1,117000,0,0,0,0,0,0,0,0,40.4053449,-3.6155409
676,52,3,1,135000,1,0,1,0,0,0,0,0,40.4040712,-3.6036635
677,65,3,1,119900,0,0,1,0,0,1,0,0,40.4061982,-3.6091775
678,264,4,3,487300,0,1,0,1,0,1,0,1,40.328411,-3.8239537
679,264,4,3,525100,0,1,0,1,0,1,0,1,40.328411,-3.8239537
680,80,2,2,359000,0,1,1,0,1,1,0,1,40.4042116,-3.6086916
681,66,3,1,155000,0,0,1,0,0,1,0,0,40.4061982,-3.6091775
682,71,3,1,119900,0,0,1,0,0,1,0,0,40.3735643,-3.6190286
683,57,1,1,168000,0,0,1,0,1,0,0,1,40.3667532,-3.5993259
684,90,3,2,198000,0,0,1,0,0,1,0,0,40.3796872,-3.6211097
685,91,3,1,166000,0,0,1,0,0,1,0,0,40.3779247,-3.6209866646673774
686,82,3,1,159900,0,0,1,0,0,0,0,0,40.3735861,-3.6219157
687,103,3,2,250000,0,0,1,0,0,1,0,0,40.3842178,-3.6101892
688,95,1,1,160800,1,0,1,0,0,0,0,0,40.3796872,-3.6211097
689,114,3,2,350000,0,0,1,0,1,0,0,1,40.4233981,-3.6729158
690,114,3,2,330000,0,0,1,0,1,0,0,1,40.4233981,-3.6729158
691,95,3,2,289300,0,0,0,0,1,0,0,1,40.21408,-3.5729069
692,128,3,2,250000,0,0,1,0,0,0,0,1,40.4410662,-3.7984336
693,60,1,1,185000,0,0,1,0,1,0,0,1,40.371347,-3.6101543
694,196,2,2,365000,0,0,1,0,1,1,1,1,40.3619982,-3.5901822
695,60,2,1,136900,0,0,1,0,0,1,0,0,40.3752185,-3.6227674
696,72,2,1,125000,0,0,1,0,0,1,0,0,40.3812802,-3.6226599
697,84,1,1,153000,0,0,1,0,0,0,0,1,40.37976815,-3.622074756164312
698,116,3,2,298000,0,0,0,0,1,0,0,1,40.3619982,-3.5901822
699,99,2,2,295000,0,0,1,0,1,1,0,1,40.9188552,-3.8444012
700,88,3,2,232000,0,0,1,0,0,0,0,1,40.3695619,-3.6306378
701,76,3,1,129900,0,0,0,0,0,0,0,0,40.3707033,-3.6230288
702,83,2,1,154000,0,0,1,0,0,1,0,0,40.37599,-3.622333
703,88,3,2,189800,0,0,1,0,0,0,0,1,40.0700286,-3.4899786
704,125,4,2,418000,0,0,1,0,1,1,0,1,40.3795729,-3.6114013
705,106,4,2,184000,0,0,1,0,0,1,0,0,40.3823614,-3.614143
706,82,3,1,139000,1,0,1,0,0,1,0,0,40.5387001,-3.6338965
707,44,1,1,133000,0,0,1,0,0,1,0,0,40.3729863,-3.6184554
708,92,2,2,229000,0,0,0,0,1,0,0,0,40.3619982,-3.5901822
709,48,0,1,105000,0,0,1,0,1,0,0,1,40.35753,-3.6851877
710,60,2,1,149000,0,0,0,0,0,0,0,1,40.3667532,-3.5993259
711,96,1,1,164000,0,0,1,0,0,0,0,0,40.3796872,-3.6211097
712,111,3,2,340000,0,0,1,0,1,0,0,1,40.4672018,-3.2643496
713,58,3,1,85000,0,0,0,0,0,0,0,0,40.3751013,-3.6212145
714,230,5,3,399900,0,1,0,1,0,1,0,1,40.5460643,-3.3337761
715,202,5,3,379900,0,1,0,1,0,1,0,1,40.5460643,-3.3337761
716,50,2,1,104900,0,0,1,0,0,0,0,0,40.3753728,-3.6194528
717,93,2,2,269900,0,0,1,0,1,1,0,1,40.3667532,-3.5993259
718,126,3,2,310000,0,0,1,0,0,0,0,1,40.9188552,-3.8444012
719,94,3,2,159000,1,0,1,0,0,1,0,0,40.3795729,-3.6114013
720,70,1,1,210000,0,0,1,0,0,0,0,1,40.3655902,-3.6031701
721,111,3,2,235000,0,0,1,0,0,1,0,1,40.3795729,-3.6114013
722,76,3,1,155000,0,0,1,0,0,1,0,0,40.3795729,-3.6114013
723,81,2,2,272000,0,0,1,0,1,0,0,1,40.3626555,-3.5896266
724,80,2,2,220000,0,0,1,0,1,0,0,0,40.3648111,-3.5906084
725,71,2,1,110000,0,0,1,0,0,0,0,0,40.31671,-3.4740252
726,73,3,1,167000,0,0,1,0,0,0,1,0,40.3720726,-3.6220821
727,122,3,2,232100,0,0,1,0,0,1,0,0,40.3807514,-3.6256131
728,46,1,1,155000,0,0,1,0,1,0,0,0,40.3667532,-3.5993259
729,128,3,2,255000,1,0,1,0,1,1,0,1,40.3832729,-3.6079345
730,80,2,2,273000,0,0,1,0,1,0,0,1,40.376354,-3.6090574
731,79,3,1,165900,0,0,1,0,0,1,0,0,40.3772943,-3.6233469
732,55,1,1,124000,0,0,1,0,1,0,0,0,40.3797465,-3.633038
